id,talep_metni,talep_turu,birim,modul,surec_talep_tipi,oncelik
T-1947,kalem defter A4 kağıt lazım departmanımıza,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Kırtasiye Malzeme Talebi,Orta
T-1948,Muhasebe sistemi kapandı fatura kesemiyoruz acil!,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Sunucu/Servis Kesintisi,Kritik
T-1949,toplantı odasının klimasından su damlıyor.,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Klima/Isıtma Arızası,Orta
T-1950,"Gizem kartını dün Levent Ofis yakınında kaybetmiş, yeni kart lazım.",Hizmet Talebi (Service Request),İdari İşler,Güvenlik & Ulaşım,Kayıp Giriş Kartı,Orta
T-1951,fotokopi makinesi tarama yapmıyor,Arıza (Incident),İdari İşler,Ofis Ekipmanı,Yazıcı/Fotokopi Arıza Bildirimi,Orta
T-1952,"Fatma 1 Ekim'te Hukuk'da işe başlıyor, hesabının hazır olması lazım.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Yeni Kullanıcı Hesabı,Düşük
T-1953,iznimi değiştirmem lazım tarih uymuyor artık,Hizmet Talebi (Service Request),İnsan Kaynakları,İzin Yönetimi,İzin İptal/Değişiklik,Düşük
T-1954,CRM raporları veritabanı hatası veriyor 15:45'den beri.,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Veritabanı Erişim Hatası,Orta
T-1955,"Ahmet'in masasındaki ikinci monitör hiç açılmıyor, 20 Eylül tarihinden beri.",Arıza (Incident),Bilgi Teknolojileri,Donanım,Monitör/Çevre Birimi Arızası,Orta
T-1956,bilgisayar donuyor sürekli,Arıza (Incident),Bilgi Teknolojileri,Donanım,Bilgisayar Arıza/Onarım,Düşük
T-1957,VPN bağlanamıyorum evden şirket ağına bağlanmaya çalışıyorum hata veriyor.,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,VPN Erişim Sorunu,Düşük
T-1958,şifremi unuttum giremiyorum acil,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Şifre Sıfırlama,Yüksek
T-1959,müşteri ziyareti için nakit avans lazım,Hizmet Talebi (Service Request),Finans,Masraf & Ödeme,Avans Talebi,Orta
T-1960,geçen haftaki seyahat masraflarımın onayı bekliyor ne zaman geçer acaba,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Masraf/Harcama Formu Onayı,Düşük
T-1961,SAP'de yeni modül yetkisi lazım Zeynep onayladı.,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Sistem/Klasör Yetki Talebi,Düşük
T-1962,"5.000 TL tutarındaki fatura hâlâ ödenmemiş görünüyor, Aksoy Ltd. Şti..",Bilgi Talebi (Information),Finans,Masraf & Ödeme,Fatura Ödeme Takibi,Orta
T-1963,servis güzergahı değişti mi bilgim yok,Bilgi Talebi (Information),İdari İşler,Güvenlik & Ulaşım,Servis Güzergah Talebi,Düşük
T-1964,"İkinci monitör talep ediyorum, ekran paylaşımı için ihtiyacım var, Üretim.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Donanım,Yeni Ekipman Kurulumu,Düşük
T-1965,SGK için hizmet dökümü belgesi rica ederim.,Hizmet Talebi (Service Request),İnsan Kaynakları,Bordro & Özlük,Özlük/Çalışma Belgesi Talebi,Düşük
T-1966,Gebze Fabrika kafeterya alanında wifi sinyali çok zayıf.,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,Wi-Fi Bağlantı Sorunu,Düşük
T-1967,lisansımın süresi doldu yenilenmesi lazım,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Yazılım,Yazılım Lisans/Kurulum Talebi,Düşük
T-1968,prizler çalışmıyor şarj olmuyor bilgisayarım,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Elektrik/Aydınlatma Arızası,Düşük
T-1969,outlook takvim senkronize olmuyor toplantılarım görünmüyor,Arıza (Incident),Bilgi Teknolojileri,Yazılım,Uygulama Hatası (Outlook/Teams/Excel vb.),Düşük
T-1970,7. kat'daki ofis sandalyesi çok yıpranmış değişmesi gerekiyor.,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Ofis Mobilya Değişimi,Düşük
T-1971,"Bağlantım sürekli düşüyor, video konferans yaparken kopmalar oluyor, Bilgi İşlem.",Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,İnternet Bağlantı Sorunu,Orta
T-1972,kaç gün izin hakkım kaldı öğrenmek istiyorum,Bilgi Talebi (Information),İnsan Kaynakları,İzin Yönetimi,Yıllık İzin Talebi/Bakiye Sorgulama,Düşük
T-1973,Yazıcının toneri bitti acil 4. kat,Hizmet Talebi (Service Request),İdari İşler,Ofis Ekipmanı,Toner/Kartuş Talebi,Orta
T-1974,kalem defter A4 kağıt lazım departmanımıza,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Kırtasiye Malzeme Talebi,Düşük
T-1975,ERP sistemi çöktü kimse giriş yapamıyor tüm şirkette!,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Sunucu/Servis Kesintisi,Yüksek
T-1976,kalorifer çalışmıyor çok soğuk ofiste,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Klima/Isıtma Arızası,Yüksek
T-1977,kartım çalındı sanırım turnikeden geçemiyorum,Hizmet Talebi (Service Request),İdari İşler,Güvenlik & Ulaşım,Kayıp Giriş Kartı,Yüksek
T-1978,"zemin kat yazıcısı çıktı alırken çizgili basıyor, HP LaserJet.",Arıza (Incident),İdari İşler,Ofis Ekipmanı,Yazıcı/Fotokopi Arıza Bildirimi,Yüksek
T-1979,Yeni stajyerimiz için AD kullanıcı hesabı ve mail adresi açılması gerekiyor.,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Yeni Kullanıcı Hesabı,Düşük
T-1980,"geçen hafta girdiğim izin talebini iptal etmem gerekiyor, planlar değişti",Hizmet Talebi (Service Request),İnsan Kaynakları,İzin Yönetimi,İzin İptal/Değişiklik,Düşük
T-1981,rapor çekmeye çalışırken sistem çok yavaş yanıt veriyor bazen hiç açılmıyor,Arıza (Incident),Bilgi Teknolojileri,Sunucu/Sistem,Veritabanı Erişim Hatası,Orta
T-1982,"Fatma'in masasındaki ikinci monitör hiç açılmıyor, 28 Ağustos tarihinden beri.",Arıza (Incident),Bilgi Teknolojileri,Donanım,Monitör/Çevre Birimi Arızası,Orta
T-1983,bilgisayar donuyor sürekli,Arıza (Incident),Bilgi Teknolojileri,Donanım,Bilgisayar Arıza/Onarım,Orta
T-1984,VPN bağlanamıyorum evden şirket ağına bağlanmaya çalışıyorum hata veriyor.,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,VPN Erişim Sorunu,Düşük
T-1985,SAP şifremi unuttum yenilenebilir mi?,Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Şifre Sıfırlama,Orta
T-1986,iş seyahati öncesi avans almam gerekiyor,Hizmet Talebi (Service Request),Finans,Masraf & Ödeme,Avans Talebi,Orta
T-1987,masraf formunu yanlış doldurmuşum düzeltebilir miyim,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Masraf/Harcama Formu Onayı,Düşük
T-1988,"Müşteri Hizmetleri paylaşımlı sürücüsüne erişemiyorum, izin verilmesi gerekiyor.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Güvenlik ve Erişim,Sistem/Klasör Yetki Talebi,Düşük
T-1989,tedarikçimize kestiğimiz faturanın ödemesi yapıldı mı öğrenebilir miyim,Bilgi Talebi (Information),Finans,Masraf & Ödeme,Fatura Ödeme Takibi,Orta
T-1990,"Genel Müdürlük Binası güzergahına yeni durak eklenmesini talep ediyorum, Deniz.",Bilgi Talebi (Information),İdari İşler,Güvenlik & Ulaşım,Servis Güzergah Talebi,Orta
T-1991,"Finans departmanına yeni katılacak Gizem için bilgisayar hazırlanması gerekiyor, 10 Eylül'te başlıyor.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Donanım,Yeni Ekipman Kurulumu,Orta
T-1992,"Emre, hızlı bir şekilde çalışma belgesi çıkartabilir miyiz?",Hizmet Talebi (Service Request),İnsan Kaynakları,Bordro & Özlük,Özlük/Çalışma Belgesi Talebi,Düşük
T-1993,misafir wifi şifresini bilmiyorum nereden öğrenebilirim,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,Wi-Fi Bağlantı Sorunu,Düşük
T-1994,"Elif için Adobe Photoshop lisansı gerekiyor, yöneticim Elif onayladı.",Hizmet Talebi (Service Request),Bilgi Teknolojileri,Yazılım,Yazılım Lisans/Kurulum Talebi,Orta
T-1995,6. kat koridorundaki lambalar sürekli yanıp sönüyor.,Arıza (Incident),İdari İşler,Bina/Tesis Bakım,Elektrik/Aydınlatma Arızası,Orta
T-1996,excel de formül hata veriyor #REF diyor anlamadım,Arıza (Incident),Bilgi Teknolojileri,Yazılım,Uygulama Hatası (Outlook/Teams/Excel vb.),Düşük
T-1997,sandalyem bozuldu sırt kısmı kırıldı değişmesi lazım,Hizmet Talebi (Service Request),İdari İşler,Satınalma/Malzeme,Ofis Mobilya Değişimi,Düşük
T-1998,internet gitti geldi yapıyor tüm katta,Arıza (Incident),Bilgi Teknolojileri,Ağ/Network,İnternet Bağlantı Sorunu,Düşük
T-1999,2 Ekim için izin almak istiyorum yeterli günüm var mı acaba?,Bilgi Talebi (Information),İnsan Kaynakları,İzin Yönetimi,Yıllık İzin Talebi/Bakiye Sorgulama,Düşük
T-2000,toner bitti acil 6. kat,Hizmet Talebi (Service Request),İdari İşler,Ofis Ekipmanı,Toner/Kartuş Talebi,Düşük
